cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"1808","15971","851631","1095058","Better Banks","Peoria","IL","61615","3/31/2020","6/2/2020","NM","10225 N. Knoxville Ave.","BACKLUND INVESTMENT CO","8","0","","6","1","Peoria","37900","Peoria, IL","1/1/1898","1/1/1934","8/15/2014","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.betterbanks.com","2703","348","2355","60","887","0","104","","783","2628","1245","229","1154","554","0","37","517","0","517","0","517","70","665","0","517"
"57701","0","3216017","2260406","Beverly Bank & Trust Company, National Association","Chicago","IL","60643","3/31/2020","6/2/2020","N","10258 S. Western Ave.","WINTRUST FINANCIAL CORP","8","0","","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","4/1/2004","4/1/2004","11/13/2015","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","0","www.thebeverlybank.com","15487","3483","12004","1881","5454","0","469","20","4965","11901","6049","975","4877","3676","2","1032","2646","0","2646","0","2646","45","7000","-143","2644.42"
"3320","0","362856","1918081","Big Bend Banks, N.A.","Marfa","TX","79843","3/31/2020","6/2/2020","N","301 S. Highland Ave.","BIG BEND BANCSHARES CORP","2","0","","7","1","Presidio","","","5/2/1907","1/1/1934","6/29/2009","Stock","0","1","OCC","DIF","Dallas","DALLAS","Albuquerque","Dallas","Southern","West","0","1","www.marfanb.com","969","20","949","0","286","0","135","","151","827","419","127","281","408","0","0","408","0","408","0","408","-75","59","0","408"
"29637","3790","521970","","Big Horn Federal Savings Bank","Greybull","WY","82426","3/31/2020","6/2/2020","SA","33 N. 6th St.","","6","0","","8","0","Big Horn","","","1/1/1935","2/28/1936","7/21/2011","Non-Stock","0","0","OCC","DIF","San Francisco","SAN FRANCISCO","Billings","Kansas City","Western","West","0","1","www.bighornfederal.com","2268","343","1925","55","421","0","101","","320","1997","1247","172","578","294","0","62","232","0","232","0","232","1","0","0","232"
"14083","0","354","","Bison State Bank","Bison","KS","67520","3/31/2020","6/2/2020","NM","223 Main St.","","1","0","","8","0","Rush","","","1/1/1901","3/21/1934","10/24/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Hays","Kansas City","Western","Western","0","1","https://www.bisonstatebank.com","171","15","156","3","91","0","9","","82","280","157","11","112","-36","0","-7","-29","0","-29","0","-29","-4","0","0","-29"
"58723","0","3636428","3636389","Black Hills Community Bank, N.A.","Rapid City","SD","57701","3/31/2020","6/2/2020","N","840 Mount Rushmore Rd.","BHCB HOLDING CO","2","0","","4","1","Pennington","39660","Rapid City, SD","11/27/2007","11/27/2007","1/29/2020","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","1","http://www.BHCBANK.COM","3691","792","2899","5","454","0","57","","397","2069","1290","194","585","1279","0","0","1279","0","1279","0","1279","-1","1400","0","1279"
"27897","507","444677","","Black Mountain Savings Bank, SSB","Black Mountain","NC","28711","3/31/2020","6/2/2020","SB","200 E State St.","","1","0","","5","0","Buncombe","11700","Asheville, NC","4/4/1923","7/10/1985","3/31/2006","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","","384","112","272","0","3","0","0","","3","235","149","12","74","40","0","9","31","0","31","0","31","0","0","0","31"
"15152","12080","603540","1978656","Black River Country Bank","Black River Fall","WI","54615","3/31/2020","6/2/2020","NM","221 Main St.","BRAD INC","2","0","","2","1","Jackson","","","1/1/1907","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","http://www.brcbank.com","908","188","720","15","58","0","26","","32","514","314","41","159","249","0","0","249","0","249","0","249","9","0","0","249"
"14078","11465","27548","1491913","Blackhawk Bank","Beloit","WI","53511","3/31/2020","6/2/2020","NM","400 Broad St.","BLACKHAWK BCORP INC","12","0","","4","0","Rock","27500","Janesville-Beloit, WI","1/1/1881","3/19/1934","7/19/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Madison","Chicago","Central","Central","0","1","www.blackhawkbank.com","10012","1210","8802","765","3184","0","878","0","2306","8526","4872","1083","2571","2695","29","608","2116","0","2116","0","2116","547","1500","0","2093.09"
"18402","11017","890742","1823345","Blackhawk Bank & Trust","Milan","IL","61264","3/31/2020","6/2/2020","NM","301 4th St. W.","BLACKHAWK BCORP INC","18","0","","4","0","Rock Island","19340","Davenport-Moline-Rock Island, IA-IL","6/28/1961","6/28/1961","6/29/2016","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Princeton","Chicago","Central","Central","0","1","http://www.choosethechief.com","12519","3300","9219","300","1067","105","217","","745","5234","3440","577","1217","4752","1275","1301","4726","0","4726","0","4726","-5","0","0","3718.75"
"58580","0","3580334","1127650","BlackRidgeBANK","Fargo","ND","58104","3/31/2020","6/2/2020","NM","4040 42nd St. S.","WESTBRAND INC","11","0","","4","0","Cass","22020","Fargo, ND-MN","4/23/2007","4/23/2007","3/8/2016","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.blackridgebank.com","5455","868","4587","145","1401","0","145","","1256","4309","2806","450","1053","1534","0","405","1129","0","1129","0","1129","203","255","0","1129"
"11608","14713","578741","2511313","BLC Community Bank","Little Chute","WI","54140","3/31/2020","6/2/2020","NM","206 E. Main Ave.","INDEPENDENT BCORP LTD","1","0","","4","1","Outagamie","11540","Appleton, WI","12/6/1906","1/1/1934","1/29/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.blccb.com","2809","905","1904","0","238","0","8","0","230","1193","804","54","335","949","270","0","1219","0","1219","0","1219","-1","603","0","949"
"976","10332","937843","1245648","Blissfield State Bank","Blissfield","MI","49228","3/31/2020","6/2/2020","SM","204 E. Jefferson","BLISSFIELD BANK CORP","2","0","","2","1","Lenawee","","","5/24/1873","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.blissfieldstate.com","886","97","789","14","75","0","42","","33","653","397","76","180","197","181","0","378","0","378","0","378","1","100","0","197"
"9788","0","820842","1416505","Bloomsdale Bank","Bloomsdale","MO","63627","3/31/2020","6/2/2020","NM","55 Mill Hill Rd.","PEOPLES COMMUNITY BCORP INC","5","0","","4","1","Sainte Genevieve","","","5/1/1914","1/1/1934","5/10/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","https://www.bloomsdalebank.com","2546","419","2127","0","320","0","43","","277","1067","667","101","299","1380","0","0","1380","0","1380","0","1380","5","1640","0","1380"
"30052","4639","797775","2835514","Blue Foundry Bank","Rutherford","NJ","7070","3/31/2020","6/2/2020","SB","25 Orient Way","BLUE FOUNDRY MHC","17","0","","4","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","4/10/1939","4/10/1939","3/23/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://bluefoundrybank.com","16614","6261","10353","1501","-1029","0","151","0","-1180","23826","5561","14158","4107","-16003","0","-4684","-11319","0","-11319","0","-11319","1","0","0","-11319"
"31090","6361","617079","4843090","Blue Grass Federal Savings and Loan Association","Paris","KY","40361","3/31/2020","6/2/2020","SA","600 High St.","FIRST MUTUAL HOLDING CO","1","0","","5","0","Bourbon","30460","Lexington-Fayette, KY","1/1/1914","11/10/1959","2/1/2020","Non-Stock","0","0","OCC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","0","www.bluegrassfederal.com","388","87","301","0","6","0","1","","5","386","119","26","241","-79","0","0","-79","0","-79","0","-79","16","0","0","-79"
"13753","0","794345","1143913","Blue Grass Savings Bank","Blue Grass","IA","52726","3/31/2020","6/2/2020","NM","104 E. Mayne St.","E M F CORP","2","0","","4","0","Scott","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1902","1/1/1934","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Cedar Rapids","Chicago","Western","Western","0","1","www.bluegrassbank.com","1829","593","1236","45","119","0","52","","67","667","420","111","136","643","0","131","512","0","512","0","512","323","97","-269","512"
"17773","0","174321","3614668","Blue Ridge Bank","Walhalla","SC","29691","3/31/2020","6/2/2020","NM","100 E. Main St.","BLUE RIDGE FINANCIAL CORP","5","0","","8","0","Oconee","","","6/17/1957","6/17/1957","9/19/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","blueridge.bank","1149","124","1025","0","180","0","157","","23","1099","604","273","222","106","0","5","101","0","101","0","101","-1","0","0","101"
"17933","12663","935250","1891317","Blue Ridge Bank and Trust Co.","Independence","MO","64057","3/31/2020","6/2/2020","NM","4200 Little Blue Pkwy.","BLUE RIDGE BANCSHARES INC","9","0","","4","0","Jackson","28140","Kansas City, MO-KS","9/8/1958","11/20/1958","6/13/2011","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.blueridgebank.com","5757","712","5045","240","1421","519","659","","243","4395","2575","689","1131","1831","0","412","1419","0","1419","0","1419","310","3700","0","1419"
"35274","0","233527","1426960","Blue Ridge Bank, National Association","Martinsville","VA","24112","3/31/2020","6/2/2020","N","1 E. Market St.","BLUE RIDGE BANKSHARES INC","16","0","","4","0","Henry","","","7/24/2000","7/24/2000","12/15/2019","Stock","0","0","OCC","DIF","Atlanta","ATLANTA","Richmond","Richmond","Northeastern","Southeast","0","1","www.mybrb.com","10506","2224","8282","575","5006","0","272","","4734","11223","7341","856","3026","1490","0","311","1179","0","1169","10","1179","251","0","0","1179"
"14899","13117","517357","1065565","Blue Sky Bank","Pawhuska","OK","74056","3/31/2020","6/2/2020","SM","101 E. 8th St.","N B C BANCSHARES PAWHUSKA INC","6","0","","4","1","Osage","46140","Tulsa, OK","11/23/1905","12/4/1934","2/15/2020","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","www.bluesky.bank","4255","734","3521","210","553","0","215","","338","2889","1506","331","1052","975","0","29","946","0","946","0","946","-18","1310","0","946"
"58691","0","3636914","","BlueHarbor Bank","Mooresville","NC","28117","3/31/2020","6/2/2020","NM","106 Corp Park Dr.","","4","0","","4","0","Iredell","16740","Charlotte-Concord-Gastonia, NC-SC","1/8/2008","1/8/2008","9/4/2012","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Charlotte","Richmond","Northeastern","Southeast","0","1","http://www.blueharborbank.com","2580","417","2163","162","312","0","23","","289","1423","797","112","514","890","0","191","699","0","699","0","699","-1","0","222","699"
"8693","12552","167453","1127249","Bluff View Bank","Galesville","WI","54630","3/31/2020","6/2/2020","NM","16893 S. Main St.","GALE BANK HOLDING CO INC","3","0","","2","1","Trempealeau","","","1/1/1883","1/1/1934","10/1/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Minneapolis","Central","Central","0","1","www.bluffviewbank.com","1293","172","1121","0","620","0","45","","575","923","534","65","324","818","0","49","769","0","769","0","769","0","0","0","769"
"16571","0","75633","1231333","BMO Harris Bank National Association","Chicago","IL","60603","3/31/2020","6/2/2020","N","111 W. Monroe St.","BANK OF MONTREAL","587","0","","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/17/1947","5/17/1947","6/19/2015","Stock","0","1","OCC","DIF","Chicago","WASHINGTON","Chicago","Chicago","Central","Central","0","0","http://www.bmoharris.com","1111118","290617","820501","190062","241638","57959","73126","12077","98476","664945","364751","94486","205708","207132","4009","45157","165984","0","165984","0","165984","89318","114300","209","162816.89"
"58216","0","3353154","1231333","BMO Harris Central National Association","Roselle","IL","60172","3/31/2020","6/2/2020","N","110 E. Irving Park Rd.","BANK OF MONTREAL","1","0","","7","0","Du Page","16980","Chicago-Naperville-Elgin, IL-IN-WI","5/28/2005","5/28/2005","7/3/2014","Stock","0","0","OCC","DIF","Chicago","WASHINGTON","Chicago","Chicago","Central","Central","0","0","http://www.bmoharris.com","0","0","0","0","0","0","0","0","0","-1","0","0","-1","1","0","0","1","0","1","0","1","0","0","0","1"
"35141","0","2850722","","BMW Bank of North America","Salt Lake City","UT","84109","3/31/2020","6/2/2020","NM","2735 E. Parleys Way, # No. 3","","1","0","","6","0","Salt Lake","41620","Salt Lake City, UT","11/12/1999","11/12/1999","1/1/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Salt Lake City","San Francisco","Western","West","0","0","http://www.bmwusa.com","111513","52934","58579","4958","18362","0","0","0","18362","19025","755","151","18119","52958","0","13134","39824","-267","39557","0","39557","3392","170000","0","39824"
"19448","15938","916745","3326176","BNA Bank","New Albany","MS","38652","3/31/2020","6/2/2020","NM","205 Bankhead St.","BNA BANCSHARES INC","6","0","","8","0","Union","","","1/1/1896","6/3/1965","5/6/2015","Stock","0","1","FDIC","DIF","Dallas","DALLAS","Memphis","St. louis","Southern","West","0","1","www.bnabank.com","5185","1164","4021","90","894","0","270","0","624","2651","1908","305","438","2174","9","334","1849","0","1849","0","1849","58","0","0","1841.35"
"6976","9545","23504","1416523","BNB Bank","Bridgehampton","NY","11932","3/31/2020","6/2/2020","SM","2200 Montauk Hwy.","BRIDGE BCORP INC","39","0","","4","0","Suffolk","35620","New York-Newark-Jersey City, NY-NJ-PA","2/19/1909","1/1/1934","12/31/2017","Stock","0","1","FED","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","http://www.bnbbank.com","44602","6817","37785","5000","5194","0","1269","0","3925","24775","15549","3797","5429","13204","-15","2935","10254","0","10254","0","10254","196","15000","1022","10265.85"
"57197","0","2358769","1248162","BNC National Bank","Glendale","AZ","85308","3/31/2020","6/2/2020","N","20175 N. 67th Ave.","BNCCORP INC","15","0","","4","0","Maricopa","38060","Phoenix-Mesa-Scottsdale, AZ","7/9/2001","7/9/2001","3/14/2018","Stock","0","1","OCC","DIF","San Francisco","KANSAS CITY","Phoenix","San Francisco","Western","Western","0","1","www.bncbank.com","9010","1460","7550","550","9881","485","171","","9225","11689","5998","1382","4309","5192","975","1480","4687","0","4687","0","4687","277","0","0","3916.75"
"24867","0","488318","3587146","BNY Mellon Trust of Delaware","Wilmington","DE","19809","3/31/2020","6/2/2020","NM","301 Bellevue Pkwy.","BANK OF NY MELLON CORP THE","1","0","","7","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","12/31/1983","12/31/1983","1/1/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","www.bnymellon.com","322","2","320","-44","2809","1693","107","0","1009","1246","644","79","523","1927","0","509","1418","0","1418","0","1418","0","0","0","1418"
"7946","0","934329","3587146","BNY Mellon, National Association","Pittsburgh","PA","15219","3/31/2020","6/2/2020","N","500 Grant St","BANK OF NY MELLON CORP THE","35","2","","9","0","Allegheny","38300","Pittsburgh, PA","1/1/1869","1/1/1934","2/23/2016","Stock","0","1","OCC","DIF","New York","WASHINGTON","Wexford","Cleveland","Northeastern","Northeast","0","0","www.bnymellon.com","161000","88000","73000","2000","200000","162000","3000","0","35000","174000","93000","10000","71000","97000","0","24000","73000","0","73000","0","73000","0","70000","7000","73000"
"25328","10155","352651","","BOC Bank","Mclean","TX","79057","3/31/2020","6/2/2020","SM","201 N. Main St.","","2","0","","4","1","Gray","","","8/16/1984","8/16/1984","9/11/2018","Stock","0","0","FED","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","http://www.bocbanking.com","608","88","520","50","47","0","4","","43","358","270","15","73","159","0","0","159","0","159","0","159","-1","0","0","159"
"5624","0","942847","2712781","Bodcaw Bank","Stamps","AR","71860","3/31/2020","6/2/2020","NM","307 Thomas St.","BODCAW BANCSHARES INC","2","0","","4","0","Lafayette","","","1/1/1903","1/1/1934","12/1/2017","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","St. louis","Southern","Southeast","0","1","http://www.bodcawbank.com","1470","394","1076","315","85","0","62","","23","620","357","68","195","226","2","88","140","0","140","0","140","0","0","2642","138.42"
"17825","0","472250","","Boelus State Bank","Boelus","NE","68820","3/31/2020","6/2/2020","NM","523 Delaware St.","","1","0","","2","0","Howard","24260","Grand Island, NE","1/1/1900","1/1/1958","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://boelusstatebank.com","142","44","98","0","4","0","1","0","3","57","37","9","11","45","0","13","32","0","32","0","32","0","26","0","32"
"29941","4393","927479","5423547","Bogota Savings Bank","Teaneck","NJ","7666","3/31/2020","6/2/2020","SB","819 Teaneck Rd.","BOGOTA FINANCIAL MHC","4","0","","5","0","Bergen","35620","New York-Newark-Jersey City, NY-NJ-PA","1/1/1893","9/16/1937","12/6/2018","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","http://www.bogotasavingsbank.com","5923","2832","3091","25","115","0","5","","110","5072","1295","175","3602","-1891","0","-554","-1337","0","-1337","0","-1337","0","0","30183","-1337"
"4214","9656","339858","1883693","BOKF, National Association","Tulsa","OK","74172","3/31/2020","6/2/2020","N","1 Williams Ctr.","BOK FINANCIAL CORP","130","0","","4","0","Tulsa","46140","Tulsa, OK","2/10/1910","1/1/1934","3/25/2019","Stock","0","1","OCC","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","0","www.bokfinancial.com","348624","85030","263594","96414","166578","38159","20901","109158","-1640","237948","142679","24283","70986","95810","101","21665","74246","0","74246","0","74246","17221","0","3075","74166.21"
"1373","0","684455","3203138","BOM Bank","Natchitoches","LA","71457","3/31/2020","6/2/2020","NM","814 Washington St.","GRANT BANCSHARES INC","15","0","","4","1","Natchitoches","","","10/5/1903","1/1/1934","10/1/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Shreveport","Dallas","Southern","Western","0","1","www.bofm.com","6245","827","5418","543","1765","0","419","","1346","4574","2172","599","1803","2066","0","0","2066","0","2066","0","2066","543","1450","0","2066"
"10993","0","107758","","Bonanza Valley State Bank","Brooten","MN","56316","3/31/2020","6/2/2020","NM","1st St. &central Ave.","","1","0","","2","1","Stearns","41060","St. Cloud, MN","2/22/1894","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.bvsb.bank","837","210","627","0","25","0","8","","17","435","258","44","133","217","0","0","217","0","217","0","217","15","291","0","217"
"11235","13510","35646","1839252","Bonduel State Bank","Bonduel","WI","54107","3/31/2020","6/2/2020","NM","130 N. Cecil St.","BONDUEL BCORP INC","1","0","","8","0","Shawano","","","9/21/1906","1/1/1934","7/23/2012","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Appleton","Chicago","Central","Central","0","1","www.bonduelbank.com","537","88","449","2","297","0","23","","274","267","145","54","68","477","0","101","376","0","376","0","376","0","0","0","376"
"33552","15832","745347","1202258","Boone Bank & Trust Co.","Boone","IA","50036","3/31/2020","6/2/2020","NM","716 Eighth St.","AMES NATIONAL CORP","2","0","","2","0","Boone","11180","Ames, IA","1/16/1992","1/16/1992","3/31/2006","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","https://www.boonebankiowa.com","1251","307","944","130","127","34","31","0","62","665","372","88","205","276","0","41","235","0","235","0","235","-1","250","0","235"
"30128","4807","991078","","Boonville Federal Savings Bank","Boonville","IN","47601","3/31/2020","6/2/2020","SB","123 N 3rd St.","","1","0","","6","0","Warrick","21780","Evansville, IN-KY","1/1/1917","6/13/1949","6/27/2017","Non-Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Indianapolis","St. louis","Central","Central","0","1","www.boonvillefederal.com","592","193","399","20","38","0","22","","16","392","209","28","155","25","0","-1","26","0","26","0","26","12","0","0","26"
"15684","15593","977951","2238544","Border State Bank","Greenbush","MN","56726","3/31/2020","6/2/2020","NM","133 Main St. N.","BORDER BANCSHARES INC","9","0","","4","1","Roseau","","","8/9/1935","9/9/1939","10/15/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","www.borderstatebank.com","6820","1710","5110","121","693","0","176","0","517","4410","2855","651","904","1272","-12","13","1247","0","1247","0","1247","364","0","0","1258.88"
"24811","9312","964700","1248078","Boston Private Bank & Trust Company","Boston","MA","2109","3/31/2020","6/2/2020","SM","10 Post Office Sq.","BOSTON PRIVATE FINL HOLDINGS","23","0","","4","0","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","11/21/1983","11/21/1983","3/26/2020","Stock","0","1","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","http://www.bostonprivate.com","73233","14921","58312","16962","19443","2316","322","-555","17360","58037","33538","8108","16391","2756","0","143","2613","0","2613","0","2613","348","12000","1347","2613"
"18342","0","972406","","Boston Trust Walden Company","Boston","MA","2108","3/31/2020","6/2/2020","NM","1 Beacon St, 33rd Fl.","","1","0","","7","1","Suffolk","14460","Boston-Cambridge-Newton, MA-NH","12/14/1960","12/14/1960","9/4/2019","Stock","0","1","FDIC","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","1","http://www.bostontrustwalden.com","40","1","39","0","12323","8794","0","0","3529","7047","5252","382","1413","5315","0","229","5086","0","5086","0","5086","0","12115","0","5086"
"35172","0","2749059","","Boundary Waters Bank","Ely","MN","55731","3/31/2020","6/2/2020","NM","601 E. Sheridan St.","","3","0","","4","0","Saint Louis","20260","Duluth, MN-WI","4/1/1999","4/1/1999","3/1/2018","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.mybwbank.com","1466","313","1153","254","173","22","0","","151","1205","630","153","422","-133","0","-30","-103","0","-103","0","-103","328","0","0","-103"
"31443","6979","416973","","Brainerd Savings and Loan Association, A Federal Association","Brainerd","MN","56401","3/31/2020","6/2/2020","SA","524 S 6th St.","","2","0","","5","0","Crow Wing","","","1/1/1922","6/29/1965","3/12/2018","Non-Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.brainerdsavings.com","709","191","518","2","67","0","19","","48","569","296","99","174","14","35","15","34","0","34","0","34","0","0","0","6.35"
"5676","9714","760331","1082375","Brannen Bank","Inverness","FL","34450","3/31/2020","6/2/2020","NM","320 Hwy. 41 S.","BRANNEN BANKS OF FLORIDA INC","12","0","","5","1","Citrus","26140","Homosassa Springs, FL","7/1/1926","1/1/1934","2/2/2008","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Gainesville","Atlanta","Southern","Southeast","0","1","www.brannenbanks.com","5160","345","4815","3","624","0","141","","483","3138","1584","306","1248","2298","3","0","2301","0","2301","0","2301","3","0","0","2298"
"35420","0","2861317","2861812","Branson Bank","Branson","MO","65616","3/31/2020","6/2/2020","NM","1501 State Hwy. 248","BRANSON BANCSHARES INC","4","0","","4","0","Taney","","","3/22/2000","3/22/2000","2/8/2019","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Springfield Mo","St. louis","Western","West","0","1","www.bransonbank.com","2488","396","2092","25","293","0","126","","167","1818","1189","176","453","542","0","114","428","0","428","0","428","3","0","0","428"
"16386","14591","411231","1084025","Brantley Bank and Trust Company","Brantley","AL","36009","3/31/2020","6/2/2020","NM","9402 N. Main St.","BRANTLEY BCORP INC","2","0","","4","0","Crenshaw","","","3/6/1946","3/6/1946","3/31/2006","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","http://www.brantleybank.com","858","96","762","45","88","0","55","","33","550","286","48","216","255","3","48","210","0","210","0","210","-10","0","0","207.57"
"24038","0","863362","3530218","Brazos National Bank","Richwood","TX","77531","3/31/2020","6/2/2020","N","2300 Brazosport Blvd","GULFPORT BANCSHARES OF DE INC","1","0","","5","0","Brazoria","26420","Houston-The Woodlands-Sugar Land, TX","8/2/1982","8/2/1982","6/15/2015","Stock","0","0","OCC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.brazosbank.com","336","26","310","6","1486","0","16","","1470","1599","1075","209","315","191","0","0","191","0","191","0","191","0","0","0","191"
"5792","0","856542","3943528","Breda Savings Bank","Breda","IA","51436","3/31/2020","6/2/2020","NM","103 Main St.","VAN FINANCIAL CORP","1","0","","2","0","Carroll","","","1/1/1890","1/1/1934","5/14/2018","Stock","0","1","FDIC","DIF","Kansas City","KANSAS CITY","Des Moines","Chicago","Western","Western","0","1","http://www.bredasavingsbank.com","657","139","518","0","80","0","21","","59","296","220","28","48","302","0","0","302","0","302","0","302","0","0","0","302"
"12923","12109","800657","1121340","Bremer Bank, National Association","Saint Paul","MN","55102","3/31/2020","6/2/2020","N","372 Saint Peter St.","OTTO BREMER TRUST","79","0","","4","0","Ramsey","33460","Minneapolis-St. Paul-Bloomington, MN-WI","11/19/1932","1/1/1934","1/1/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.bremer.com","124031","22048","101983","9095","28499","5422","4211","1824","17042","76979","50301","10703","15975","44408","307","8391","36324","0","36324","0","36324","788","30000","0","36075.33"
"27943","587","534877","2394628","Brentwood Bank","Bethel Park","PA","15102","3/31/2020","6/2/2020","SB","411 Mcmurray Rd, # 200","MUTUAL HOLDING CO OF W PA","12","0","","4","0","Allegheny","38300","Pittsburgh, PA","1/1/1922","11/26/1935","4/1/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Wexford","Cleveland","Northeastern","Northeast","0","1","www.brentwoodbank.com","6984","1831","5153","957","531","0","101","","430","4101","2151","440","1510","626","371","153","844","0","844","0","844","0","45","0","528.65"
"22811","10473","270531","2447935","Brickyard Bank","Lincolnwood","IL","60712","3/31/2020","6/2/2020","NM","6676 N. Lincoln Ave.","BRICKYARD BCORP INC","3","0","","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","2/26/1979","2/26/1979","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.brickyardbank.net","1293","354","939","0","71","0","69","","2","883","512","116","255","127","0","0","127","0","127","0","127","11","0","0","127"
"18155","0","43959","1131899","Bridge City State Bank","Bridge City","TX","77611","3/31/2020","6/2/2020","NM","701 W. Round Bunch Rd.","AMTEX BANCSHARES INC","3","0","","4","0","Orange","13140","Beaumont-Port Arthur, TX","2/27/1960","2/27/1960","8/30/2018","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Houston","Dallas","Southern","West","0","1","www.bridgecitybank.com","1885","244","1641","61","137","0","66","","71","1169","643","133","393","548","28","91","485","0","485","0","485","0","160","0","461.48"
