cert,docket,fed_rssd,rssdhcr,name,city,stalp,zip,repdte,rundate,bkclass,address,namehcr,offdom,offfor,stmult,specgrp,subchaps,county,cbsa_metro,cbsa_metro_name,estymd,insdate,effdate,mutual,parcert,trust,regagnt,insagnt1,fdicdbs,fdicsupv,fldoff,fed,occdist,otsregnm,offoa,cb,inst.webaddr,intinc,eintexp,nim,elnatr,nonii,ifiduc,iserchg,igltrad,idothnii,nonix,esal,epremagg,IDEOTH,idpretx,iglsec,itax,ibefxtr,extra,netinc,NETIMIN,NETINBM,ntlnls,eqcdiv,eqcstkrx,noij
"4829","0","746223","2706726","1880 Bank","Cambridge","MD","21613","3/31/2020","6/2/2020","SM","304 High St.","DELMARVA BANCSHARES INC","6","0","","4","0","Dorchester","","","1/1/1880","1/1/1934","7/16/2015","Stock","0","1","FED","DIF","New York","NEW YORK","Baltimore","Richmond","Northeastern","Southeast","0","1","www.1880bank.com","3310","305","3005","288","408","0","181","","227","2404","1046","270","1088","721","0","167","554","0","554","0","554","20","425","0","554"
"57899","0","3317192","4526496","1st Advantage Bank","Saint Peters","MO","63376","3/31/2020","6/2/2020","NM","240 Salt Lick Rd.","BANC INVESTORS LLC","1","0","","4","0","Saint Charles","41180","St. Louis, MO-IL","1/31/2005","1/31/2005","9/10/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","St. Louis","St. louis","Western","West","0","1","www.1stadvantagebank.com","1193","326","867","9","17","0","9","","8","737","441","66","230","138","0","0","138","0","138","0","138","0","0","0","138"
"22039","0","564856","1128415","1st Bank","Broadus","MT","59317","3/31/2020","6/2/2020","SM","201 N. Wilbur Ave","1ST UNITED BCORP INC","1","0","","2","1","Powder River","","","6/9/1975","6/9/1975","2/23/2018","Stock","0","0","FED","DIF","San Francisco","SAN FRANCISCO","Billings","Minneapolis","Western","West","0","1","www.our1stbank.com","461","52","409","-750","48","0","20","","28","259","172","27","60","948","0","0","948","0","948","0","948","0","3600","0","948"
"4122","0","350657","","1st Bank in Hominy","Hominy","OK","74035","3/31/2020","6/2/2020","SM","117 N. Price","","1","0","","8","1","Osage","46140","Tulsa, OK","4/12/1906","1/1/1934","7/19/2019","Stock","0","0","FED","DIF","Dallas","DALLAS","Tulsa","Kansas City","Southern","West","0","1","http://www.1stbankhominy.com","422","71","351","15","69","0","42","","27","323","177","36","110","82","0","0","82","0","82","0","82","-4","0","0","82"
"30367","5236","148470","3848427","1st Bank of Sea Isle City","Sea Isle City","NJ","8243","3/31/2020","6/2/2020","SB","4301 Landis Ave.","SEA ISLE FINANCIAL CORP MHC","3","0","","5","0","Cape May","36140","Ocean City, NJ","1/1/1882","11/30/1948","9/19/2014","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","www.1stbankseaisle.com","2165","103","2062","0","95","0","53","","42","1877","1046","148","683","280","0","65","215","0","215","0","215","0","0","0","215"
"57298","0","3048487","3559844","1st Bank Yuma","Yuma","AZ","85364","3/31/2020","6/2/2020","NM","2799 S. 4th Ave.","WESTERN ARIZONA BCORP INC","5","0","","4","0","Yuma","49740","Yuma, AZ","9/4/2001","9/4/2001","3/2/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Phoenix","San Francisco","Western","Western","0","1","http://www.1stbankyuma.com","4375","146","4229","82","772","0","347","","425","3057","1840","343","874","1862","0","441","1421","0","1421","0","1421","98","2066","0","1421"
"32487","8322","941653","1064791","1st Cameron State Bank","Cameron","MO","64429","3/31/2020","6/2/2020","NM","124 S. Walnut","C&M BANCSHARES INC","2","0","","7","0","Clinton","28140","Kansas City, MO-KS","8/11/1986","8/11/1986","6/29/2009","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.1stcameron.com","405","29","376","0","30","0","27","","3","355","179","56","120","51","0","11","40","0","40","0","40","0","0","0","40"
"58485","0","3594797","","1st Capital Bank","Salinas","CA","93901","3/31/2020","6/2/2020","NM","150 Main St, # 150, Salinas,","","6","0","","4","0","Monterey","41500","Salinas, CA","4/16/2007","4/16/2007","5/1/2017","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","San Francisco","San Francisco","Western","Western","0","1","www.1stcapital.bank","6188","323","5865","825","288","0","94","","194","4495","2824","554","1117","833","0","225","608","0","608","0","608","-12","0","71","608"
"35456","0","2920773","3118513","1st Colonial Community Bank","Collingswood","NJ","8108","3/31/2020","6/2/2020","NM","1040 Haddon Ave.","1ST COLONIAL BCORP INC","3","0","","4","0","Camden","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","6/29/2000","6/29/2000","2/3/2020","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","Philadelphia","Northeastern","Northeast","0","1","http://www.1stcolonial.com","5936","1300","4636","1237","823","0","33","","790","4174","2363","227","1584","48","0","15","33","0","33","0","33","2415","0","0","33"
"11706","12404","338945","1204083","1st Community Bank","Sherrard","IL","61281","3/31/2020","6/2/2020","NM","407 3rd St.","ILLINOIS HOLDING CO","2","0","","2","1","Mercer","19340","Davenport-Moline-Rock Island, IA-IL","1/1/1910","1/1/1934","10/15/2015","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","http://www.1stcommunitybanks.com","640","110","530","3","19","0","17","","2","462","293","53","116","84","1","1","84","0","84","0","84","1","0","0","83.01"
"27552","10064","1412619","2784920","1st Constitution Bank","Cranbury","NJ","8512","3/31/2020","6/2/2020","NM","2650 Rt. 130","1ST CONSTITUTION BCORP","27","0","","4","0","Middlesex","35620","New York-Newark-Jersey City, NY-NJ-PA","7/24/1989","7/24/1989","11/8/2019","Stock","0","0","FDIC","DIF","New York","NEW YORK","Jamesburg","New York","Northeastern","Northeast","0","1","www.1stconstitution.com","16388","3300","13088","895","2377","0","280","","2097","9721","6168","1511","2042","4849","8","1316","3541","0","3541","0","3541","165","1083","291","3534.68"
"34393","0","2531562","2531553","1st Equity Bank","Skokie","IL","60076","3/31/2020","6/2/2020","NM","3956 W. Dempster St.","FIRST EQUITY CORP","1","0","","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/9/1997","6/9/1997","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.1stequitybank.net","982","269","713","0","27","0","17","","10","474","235","75","164","266","0","0","266","0","266","0","266","-1","300","0","266"
"57611","0","3203996","3203987","1st Equity Bank Northwest","Buffalo Grove","IL","60089","3/31/2020","6/2/2020","NM","1330 Dundee Rd.","NORTHWEST EQUITY CORP","1","0","","4","1","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","10/15/2003","10/15/2003","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","","432","156","276","0","45","0","1","","44","254","129","55","70","67","0","0","67","0","67","0","67","-4","85","0","67"
"31410","6903","535575","3834710","1st Federal Savings Bank of SC, Inc.","Walterboro","SC","29488","3/31/2020","6/2/2020","SB","300 Robertson Blvd.","FIRST CAROLINA BANCSHARES M H C","2","0","","5","0","Colleton","","","1/1/1962","8/9/1963","4/30/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","www.1stfederalofsc.com","1056","145","911","15","273","0","111","","162","1000","542","90","368","169","0","38","131","0","131","0","131","6","0","0","131"
"1673","0","526452","","1st Financial Bank USA","Dakota Dunes","SD","57049","3/31/2020","6/2/2020","NM","331 N. Dakota Dunes Blvd.","","2","0","","3","0","Union","43580","Sioux City, IA-NE-SD","1/1/1910","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Western","West","0","0","http://www.1fbusa.com","29510","3689","25821","6001","4077","0","9","0","4068","21987","8364","2999","10624","1910","0","622","1288","0","1288","0","1288","5925","0","0","1288"
"6646","8805","480723","","1st National Bank","Lebanon","OH","45036","3/31/2020","6/2/2020","N","730 E. Main St.","","10","0","","4","1","Warren","17140","Cincinnati, OH-KY-IN","1/1/1907","1/1/1934","11/1/2012","Stock","0","0","OCC","DIF","Chicago","CHICAGO","Cincinnati","Cleveland","Central","Central","0","1","WWW.BANKWITH1ST.COM","1919","569","1350","145","1590","0","139","0","1451","2427","1505","264","658","368","0","0","368","0","368","0","368","17","0","4","368"
"57633","0","1018927","4347208","1st Security Bank of Washington","Mountlake Terrac","WA","98043","3/31/2020","6/2/2020","SB","6920 220th St. Sw, # 300","FS BCORP INC","23","0","","4","0","Snohomish","42660","Seattle-Tacoma-Bellevue, WA","4/1/2004","4/1/2004","11/15/2018","Stock","0","0","FDIC","DIF","San Francisco","SAN FRANCISCO","Seattle","San Francisco","Western","West","0","1","WWW.FSBWA.com","22096","4392","17704","3686","7907","0","577","","7330","15209","9547","1485","4177","6716","0","1374","5342","0","5342","0","5342","43","7216","0","5342"
"9087","10250","991340","1199602","1st Source Bank","South Bend","IN","46601","3/31/2020","6/2/2020","SM","100 N. Michigan St, # B","1ST SOURCE CORP","83","0","","4","0","St Joseph","43780","South Bend-Mishawaka, IN-MI","1/1/1922","1/1/1934","12/31/2015","Stock","0","1","FED","DIF","Chicago","CHICAGO","Indianapolis","Chicago","Central","Central","0","1","www.1stsource.com","67686","11337","56349","11353","24767","4848","2605","0","17314","47108","24326","4642","18140","22655","280","5378","17557","0","17552","5","17557","1809","11552","0","17335.8"
"57626","0","3223305","3223293","1st State Bank","Saginaw","MI","48604","3/31/2020","6/2/2020","NM","4800 Fashion Sq. Blvd, # 100","1ST STATE FINANCIAL LTD","5","0","","4","0","Saginaw","40980","Saginaw, MI","4/12/2004","4/12/2004","8/19/2013","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Detroit","Chicago","Central","Central","0","1","www.1ststatebk.com","3192","356","2836","225","500","0","55","","445","2158","1280","218","660","953","0","202","751","0","751","0","751","-61","65","6","751"
"22543","14261","170640","3070152","1st State Bank of Mason City","Mason City","IL","62664","3/31/2020","6/2/2020","NM","123 W. Elm St.","FIRSTATE BCORP INC","1","0","","7","1","Mason","","","11/1/1977","11/1/1977","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Springfield Il","Chicago","Central","Central","0","1","www.1ststatebankmc.com","198","31","167","0","12","0","6","","6","137","62","19","56","42","0","0","42","0","42","0","42","0","108","0","42"
"8426","10595","526519","1830240","1st Summit Bank","Johnstown","PA","15904","3/31/2020","6/2/2020","NM","125 Donald Ln.","1ST SUMMIT BCORP JOHNSTOWN INC","16","0","","5","0","Cambria","27780","Johnstown, PA","1/1/1924","1/1/1934","1/5/2016","Stock","0","1","FDIC","DIF","New York","NEW YORK","Wexford","Philadelphia","Northeastern","Northeast","0","1","http://www.1stsummit.bank","10152","3040","7112","135","1317","203","463","0","651","5652","3353","878","1421","2642","-793","108","1741","0","1741","0","1741","61","1378","0","2486.42"
"57869","0","3309393","","1st Trust Bank, Inc.","Hazard","KY","41701","3/31/2020","6/2/2020","NM","44 Commerce Dr.","","4","0","","4","0","Perry","","","12/13/2004","12/13/2004","10/16/2018","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Lexington","Cleveland","Central","Southeast","0","1","https://www.1tbi.com","2536","863","1673","349","507","0","56","","451","1613","789","216","608","218","28","37","209","0","209","0","209","925","0","0","185.2"
"31249","6607","350572","4498726","1st United Bank","Faribault","MN","55021","3/31/2020","6/2/2020","NM","430 4th St Nw","J&B FINANCIAL HOLDINGS INC","2","0","","4","0","Rice","","","1/1/1920","12/18/1961","2/13/2012","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","www.1stunited.com","1352","104","1248","30","322","0","31","","291","1004","467","181","356","536","36","104","468","0","468","0","468","0","518","0","438.48"
"9751","0","340256","3304352","21st Century Bank","Loretto","MN","55357","3/31/2020","6/2/2020","NM","699 N. Medina St.","DOLPHIN FAMILY MANAGEMENT CO","7","0","","4","0","Hennepin","33460","Minneapolis-St. Paul-Bloomington, MN-WI","6/2/1917","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Minneapolis","Minneapolis","Central","West","0","1","http://www.21stcenturybank.com","5831","1244","4587","280","-93","0","37","","-130","3241","2122","370","749","973","0","283","690","0","690","0","690","-1","0","0","690"
"16910","0","449430","3438051","22nd State Bank","Louisville","AL","36048","3/31/2020","6/2/2020","NM","1920 Main St.","FEB BANCSHARES INC","5","0","","4","1","Barbour","","","1/1/1917","5/29/1950","10/1/2018","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Montgomery","Atlanta","Southern","Southeast","0","1","www.22ndstatebank.com","1671","430","1241","0","255","0","94","","161","1602","956","168","478","-106","2","0","-104","0","-104","0","-104","34","0","0","-106"
"91005","0","455253","4754758","5Star Bank","Colorado Springs","CO","80914","3/31/2020","6/2/2020","NM","Peterson Air Force Base, 455","LITTLE LONDON BCORP","5","0","","4","0","El Paso","17820","Colorado Springs, CO","6/10/1980","11/5/1985","8/23/2013","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.5star.bank","3658","609","3049","801","292","0","83","0","209","1880","1192","196","492","660","0","165","495","0","495","0","495","-1","0","0","495"
"35029","0","2775151","2775142","AB&T","Albany","GA","31708","3/31/2020","6/2/2020","NM","2815 Meredyth Dr.","COMMUNITY CAPITAL BANCSHARES","4","0","","4","0","Dougherty","10500","Albany, GA","4/28/1999","4/28/1999","12/31/2016","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Albany Ga","Atlanta","Southern","Southeast","0","1","www.abtgold.com","2096","346","1750","30","300","0","62","","238","1406","836","131","439","614","0","134","480","0","480","0","480","-20","0","14","480"
"32257","8059","762773","","Abacus Federal Savings Bank","New York","NY","10013","3/31/2020","6/2/2020","SA","6 Bowery","","6","0","","5","0","New York","35620","New York-Newark-Jersey City, NY-NJ-PA","11/29/1984","11/29/1984","2/23/2012","Stock","0","0","OCC","DIF","New York","NEW YORK","New York City","New York","Northeastern","Northeast","0","1","www.abacusbank.com","3584","866","2718","20","137","0","54","","83","2729","1660","228","841","106","0","53","53","0","53","0","53","0","0","0","53"
"30332","5179","114774","","Abbeville Building & Loan (A State-Chartered Savings Bank)","Abbeville","LA","70510","3/31/2020","6/2/2020","SB","1212 Charity St.","","1","0","","4","0","Vermilion","29180","Lafayette, LA","1/1/1890","8/9/1948","3/31/2006","Non-Stock","0","0","FDIC","DIF","Dallas","DALLAS","Baton Rouge","Atlanta","Southern","Western","0","1","www.abbemae.com","590","84","506","16","125","0","1","","124","713","381","56","276","-98","0","-13","-85","0","-85","0","-85","0","0","0","-85"
"30619","5642","416272","","Abbeville First Bank, SSB","Abbeville","SC","29620","3/31/2020","6/2/2020","SB","205 S. Main St","","2","0","","8","0","Abbeville","","","1/1/1907","5/11/1953","10/17/2013","Non-Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Columbia Sc","Richmond","Northeastern","Southeast","0","1","http://www.abbevillefirst.com","792","180","612","4","79","0","31","","48","565","285","43","237","122","0","0","122","0","122","0","122","1","0","0","122"
"19795","16035","198149","3612794","AbbyBank","Abbotsford","WI","54405","3/31/2020","6/2/2020","NM","401 E. Spruce St.","ABBY BCORP INC","8","0","","2","0","Marathon","48140","Wausau, WI","3/1/1968","3/1/1968","10/25/2019","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.abbybank.com","5648","1457","4191","120","485","0","176","","309","3535","2203","356","976","1021","48","264","805","0","805","0","805","14","400","0","767.08"
"26590","13875","61476","3728930","ABINGTON BANK","Abington","MA","2351","3/31/2020","6/2/2020","SM","6 Harrison Ave.","HOMETOWN FINANCIAL GROUP MHC","6","0","","4","0","Plymouth","14460","Boston-Cambridge-Newton, MA-NH","1/1/1916","3/6/1986","5/18/2019","Stock","0","0","FED","DIF","New York","NEW YORK","South Boston","Boston","Northeastern","Northeast","0","0","www.theabingtonbank.com","6524","1468","5056","565","196","0","69","","127","3607","2319","348","940","1080","21","262","839","0","839","0","839","0","0","0","822.41"
"19600","0","535753","2107707","Academy Bank, National Association","Kansas City","MO","64154","3/31/2020","6/2/2020","N","8551 N Boardwalk Ave.","DICKINSON FINANCIAL CORP II","82","0","","4","0","Platte","28140","Kansas City, MO-KS","6/15/1966","6/15/1966","10/18/2019","Stock","0","0","OCC","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","0","www.academybank.com","22243","6851","15392","7100","16060","0","10003","","6057","22844","12278","3178","7388","1508","66","321","1253","0","1253","0","1253","1326","0","0","1200.2"
"4061","13760","266253","1055708","ACB Bank","Cherokee","OK","73728","3/31/2020","6/2/2020","NM","323 S Grand St.","ALFALFA COUNTY BANCSHARES INC","3","0","","2","1","Alfalfa","","","1/29/1908","1/1/1934","5/13/2015","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Oklahoma City","Kansas City","Southern","West","0","1","www.acbbank.net","1594","375","1219","480","154","0","111","","43","704","378","69","257","189","31","10","210","0","210","0","210","523","114","0","180.55"
"58727","0","3614837","3637939","Access Bank","Omaha","NE","68114","3/31/2020","6/2/2020","NM","8712 W. Dodge Rd.","3MV BCORP INC","7","0","","4","0","Douglas","36540","Omaha-Council Bluffs, NE-IA","12/10/2007","12/10/2007","5/6/2017","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","WWW.ACCESSBANK.COM","6975","991","5984","230","1321","0","46","0","1275","4877","3184","459","1234","2198","0","401","1797","0","1797","0","1797","2","0","323","1797"
"58562","0","3535848","4556381","AccessBank Texas","Denton","TX","76201","3/31/2020","6/2/2020","NM","320 W. Eagle Drive, # 100","ACCESS BCORP INC","5","0","","4","0","Denton","19100","Dallas-Fort Worth-Arlington, TX","10/22/2007","10/22/2007","5/16/2016","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","http://WWW.ACCESSBANKTX.COM","5067","1099","3968","944","409","0","77","","332","3552","2183","456","913","-119","0","-28","-91","0","-91","0","-91","1898","0","0","-91"
"7506","12499","5210","1117464","ACNB Bank","Gettysburg","PA","17325","3/31/2020","6/2/2020","NM","16 Lincoln Sq.","ACNB CORP","33","0","","4","0","Adams","23900","Gettysburg, PA","4/11/1857","1/1/1934","1/11/2020","Stock","0","1","FDIC","DIF","New York","NEW YORK","Harrisburg","Philadelphia","Northeastern","Northeast","0","0","http://www.acnb.com","20882","3251","17631","4000","3201","536","990","","1675","17627","11699","3278","2650","-795","16","-378","-401","0","-401","0","-401","1983","2167","0","-413.64"
"18489","12279","463650","5006472","Adams Bank & Trust","Ogallala","NE","69153","3/31/2020","6/2/2020","SM","315 N. Spruce St.","ADAGE LLC","20","0","","2","0","Keith","","","2/26/1962","2/26/1962","10/3/2017","Stock","0","1","FED","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.abtbank.com","10707","1632","9075","324","1499","168","451","","880","7289","4293","693","2303","2961","0","452","2509","0","2509","0","2509","29","1250","0","2509"
"90140","12033","343903","","Adams Community Bank","Adams","MA","1220","3/31/2020","6/2/2020","SB","2 Ctr. St.","","8","0","","5","0","Berkshire","38340","Pittsfield, MA","5/1/1869","7/24/1985","1/1/2016","Non-Stock","0","1","FDIC","DIF","New York","NEW YORK","Springfield Ma","Boston","Northeastern","Northeast","0","1","www.adamscommunity.com","6029","1566","4463","120","538","0","179","","359","3963","2369","440","1154","918","36","203","751","0","751","0","751","11","0","0","722.56"
"14311","0","9553","1053870","Adams County Bank","Kenesaw","NE","68956","3/31/2020","6/2/2020","NM","401 N. Smith Ave.","FIRST KENESAW CO","2","0","","2","1","Adams","","","1/1/1878","1/1/1934","6/1/2010","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Grand Island","Kansas City","Western","Western","0","1","http://www.adamscountybank.net","1807","699","1108","0","49","0","13","","36","530","347","30","153","627","0","12","615","0","615","0","615","0","1100","0","615"
"9812","0","332756","","Adams State Bank","Adams","NE","68301","3/31/2020","6/2/2020","NM","649 Main St.","","1","0","","2","1","Gage","","","1/18/1918","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Omaha","Kansas City","Western","Western","0","1","www.adamsstate.com","531","110","421","0","33","0","18","","15","265","164","45","56","189","0","4","185","0","185","0","185","-2","105","0","185"
"28380","1473","101671","2467474","Adirondack Bank","Utica","NY","13501","3/31/2020","6/2/2020","SM","185 Genesee St.","ADIRONDACK BCORP INC","19","0","","4","0","Oneida","46540","Utica-Rome, NY","1/1/1898","1/25/1936","1/1/2014","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","www.adirondackbank.com","7534","1014","6520","540","1148","0","310","0","838","6724","3656","1125","1943","404","0","59","345","0","345","0","345","-1","164","0","345"
"8251","0","94858","1399505","Adrian Bank","Adrian","MO","64720","3/31/2020","6/2/2020","SM","130 E. Main St.","ADRIAN BANCSHARES INC","3","0","","2","1","Bates","28140","Kansas City, MO-KS","10/18/1932","1/1/1934","1/1/2012","Stock","0","0","FED","DIF","Kansas City","KANSAS CITY","Kansas City","Kansas City","Western","West","0","1","www.adrianbank.com","1638","183","1455","5","208","0","151","","57","654","443","45","166","1004","21","0","1025","0","1025","0","1025","-74","375","0","1004"
"8822","0","293352","1125254","Adrian State Bank","Adrian","MN","56110","3/31/2020","6/2/2020","NM","322 Maine Ave.","ADRIAN BUILDING CORP","1","0","","2","1","Nobles","","","10/23/1889","1/1/1934","3/31/2006","Stock","0","0","FDIC","DIF","Kansas City","KANSAS CITY","Sioux Falls","Minneapolis","Central","West","0","1","www.adrianstatebank.com","631","98","533","30","22","0","7","","15","294","177","46","71","231","0","1","230","0","230","0","230","-6","30","0","230"
"10375","14584","189549","3155273","Advantage Community Bank","Dorchester","WI","54425","3/31/2020","6/2/2020","NM","101 W Business County Rd. A","ADVANTAGE CMTY BANCSHARES INC","4","0","","4","0","Clark","","","8/9/1906","1/1/1934","7/1/2016","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Eau Claire","Chicago","Central","Central","0","1","www.advantagecommunity.com","1374","198","1176","0","233","0","15","0","218","829","523","151","155","580","0","130","450","0","450","0","450","-1","0","0","450"
"34885","14544","965789","5189450","Affiliated Bank, National Association","Bedford","TX","76021","3/31/2020","6/2/2020","N","500 Harwood Rd.","SBH MANAGER LLC","4","0","","4","0","Tarrant","19100","Dallas-Fort Worth-Arlington, TX","1/1/1959","6/1/1998","2/28/2018","Stock","0","0","OCC","DIF","Dallas","DALLAS","Dallas","Dallas","Southern","West","0","1","www.affiliatedbank.com","12740","3723","9017","2492","2470","0","70","0","2400","9467","6747","340","2380","-472","0","-96","-376","0","-376","0","-376","-2","0","365","-376"
"35267","14939","2909330","","AIG Federal Savings Bank","Wilmington","DE","19809","3/31/2020","6/2/2020","SA","503 Carr Rd, # 130","","1","0","","5","0","New Castle","37980","Philadelphia-Camden-Wilmington, PA-NJ-DE-MD","5/15/2000","5/15/2000","12/15/2014","Stock","0","1","OCC","DIF","New York","NEW YORK","Claymont","Philadelphia","Northeastern","Northeast","0","0","","151","2","149","0","1325","1325","0","","0","561","435","24","102","913","0","227","686","0","686","0","686","0","0","0","686"
"3304","0","1006951","3183959","AIMBank","Littlefield","TX","79339","3/31/2020","6/2/2020","NM","337 Phelps Ave.","AIM BANCSHARES INC","25","0","","4","0","Lamb","","","9/19/1925","1/1/1934","10/18/2019","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Lubbock","Dallas","Southern","West","0","1","www.aimbankonline.com","21272","3296","17976","1515","2959","0","1204","","1755","13085","8050","1026","4009","6335","7403","2971","10767","0","10767","0","10767","114","5000","0","4918.63"
"35314","0","2877484","3047583","Alamerica Bank","Birmingham","AL","35205","3/31/2020","6/2/2020","NM","2170 Highland Ave.","ALAMERICA BANCCORP INC","1","0","","4","1","Jefferson","13820","Birmingham-Hoover, AL","1/28/2000","1/28/2000","2/24/2011","Stock","0","0","FDIC","DIF","Atlanta","ATLANTA","Shelby","Atlanta","Southern","Southeast","0","1","http://alamericabank.com","181","61","120","0","-59","0","15","0","-74","414","163","62","189","-353","0","0","-353","0","-353","0","-353","-4","0","0","-353"
"13947","0","869953","1061222","Alamosa State Bank","Alamosa","CO","81101","3/31/2020","6/2/2020","NM","2225 Main St.","ALAMOSA BCORP LTD","2","0","","2","1","Alamosa","","","3/1/1907","2/23/1934","3/31/2006","Stock","0","0","FDIC","DIF","Dallas","DALLAS","Denver","Kansas City","Western","Western","0","1","http://www.alamosastatebank.com","2491","204","2287","45","95","0","71","","24","1210","725","116","369","1127","0","0","1127","0","1127","0","1127","1","676","0","1127"
"17230","0","2732","1208933","Albany Bank and Trust Company National Association","Chicago","IL","60625","3/31/2020","6/2/2020","N","3400 W. Lawrence Ave.","ALBANK CORP","4","0","","4","0","Cook","16980","Chicago-Naperville-Elgin, IL-IN-WI","6/27/1953","6/27/1953","6/30/2019","Stock","0","1","OCC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","www.albanybank.com","5583","1219","4364","0","189","48","88","","53","3011","1889","432","690","1542","0","465","1077","0","1077","0","1077","-5","300","0","1077"
"17622","12071","388744","","Alden State Bank","Alden","MI","49612","3/31/2020","6/2/2020","NM","Coy &helena St.","","4","0","","4","0","Antrim","","","1/1/1934","6/22/1956","3/31/2006","Stock","0","0","FDIC","DIF","Chicago","CHICAGO","Grand Rapids","Chicago","Central","Central","0","1","http://www.aldenbank.com","2144","220","1924","150","371","0","132","","239","1355","798","153","404","790","0","187","603","0","603","0","603","-34","0","0","603"
"9831","0","414102","","Alden State Bank","Alden","NY","14004","3/31/2020","6/2/2020","SM","13216 Broadway","","2","0","","4","0","Erie","15380","Buffalo-Cheektowaga-Niagara Falls, NY","10/5/1916","1/1/1934","5/1/2009","Stock","0","0","FED","DIF","New York","NEW YORK","Syracuse","New York","Northeastern","Northeast","0","1","WWW.ALDENSTATE.COM","3951","467","3484","206","368","0","144","","224","2229","1308","136","785","1417","0","280","1137","0","1137","0","1137","67","357","0","1137"
"3931","10999","933256","2067007","Alerus Financial, National Association","Grand Forks","ND","58201","3/31/2020","6/2/2020","N","401 Demers Ave.","ALERUS FINANCIAL CORP","17","0","","4","0","Grand Forks","24220","Grand Forks, ND-MN","9/30/1933","1/1/1934","1/16/2016","Stock","0","1","OCC","DIF","Kansas City","KANSAS CITY","Fargo","Minneapolis","Central","West","0","1","http://www.alerus.com","23106","3392","19714","2500","27250","19584","423","0","7243","36093","23746","2789","9558","8371","0","1829","6542","0","6542","0","6542","-595","4000","0","6542"
"13080","0","585235","1201989","Algonquin State Bank","Algonquin","IL","60102","3/31/2020","6/2/2020","NM","2400 Huntington Dr. N.","FIRST ALGONQUIN CO","4","0","","8","1","Mchenry","16980","Chicago-Naperville-Elgin, IL-IN-WI","3/3/1902","1/1/1934","11/27/2019","Stock","0","1","FDIC","DIF","Chicago","CHICAGO","Chicago","Chicago","Central","Central","0","1","http://www.algonquinstatebank.com","1025","50","975","0","-7","2","22","","-31","928","542","149","237","40","239","0","279","0","279","0","279","-1","0","0","40"
